name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kelly Olynyk,38,0.149,0.14,0.667,0.055,0.040999999999999995,0.4,2012-13,Gonzaga
Elias Harris,29,0.138,0.172,0.84,0.037000000000000005,0.026000000000000002,0.25,2012-13,Gonzaga
Przemek Karnowski,11,0.114,0.102,0.625,0.047,0.07400000000000001,0.667,2012-13,Gonzaga
Sam Dower,11,0.132,0.149,0.778,0.022000000000000002,0.044000000000000004,1,2012-13,Gonzaga
Guy Edi,4,0.033,0.077,1,0.125,0.2,0.33299999999999996,2012-13,Gonzaga
Mike Hart,4,0.14300000000000002,0.125,0.5,0,0,NA,2012-13,Gonzaga
Drew Barham,1,0.25,0.33299999999999996,1,0,0,NA,2012-13,Gonzaga
Brian Bhaskar,1,0,NA,NA,1,NA,0,2012-13,Gonzaga
Kyle Dranginis,1,0.037000000000000005,0.05,1,0,0,NA,2012-13,Gonzaga
Gary Bell,1,0.018000000000000002,0.033,1,0,0,NA,2012-13,Gonzaga
Total,101,0.10300000000000001,0.11800000000000001,0.741,0.033,0.035,0.444,2012-13,Gonzaga
