name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Lance Tejada,360,0.5630000000000001,0.535,0.225,0.395,0.062,0.20800000000000002,0.44,0.061,0.5670000000000001,0.41700000000000004,0.647,0.225,0.79,2018-19
Kyle Leufroy,289,0.625,0.564,0.315,0.56,0.294,0.23199999999999998,0.418,0.39299999999999996,0.45299999999999996,0.42700000000000005,0.9640000000000001,0.384,0.91,2018-19
Pat Andree,283,0.596,0.5760000000000001,0.18,0.647,0.5760000000000001,0.23,0.385,0.4,0.59,0.419,0.9570000000000001,0.237,0.731,2018-19
Jordan Cohen,260,0.6649999999999999,0.613,0.33799999999999997,0.591,0.115,0.281,0.507,0.135,0.381,0.475,0.638,0.45799999999999996,0.857,2018-19
James Karnik,191,0.611,0.5920000000000001,0.848,0.611,0.737,0.152,0.483,0.35700000000000004,0,NA,NA,0.48200000000000004,0.6629999999999999,2018-19
Nic Lynch,106,0.47200000000000003,0.462,0.67,0.479,0.6759999999999999,0.33,0.429,0.733,0,NA,NA,0.396,0.5,2018-19
Jeameril Wilson,94,0.646,0.601,0.723,0.603,0.561,0.085,0.25,0,0.191,0.5,0.889,0.479,0.8,2018-19
Caleb Bennett,93,0.503,0.452,0.441,0.488,0.35,0.19399999999999998,0.389,0.28600000000000003,0.366,0.294,0.8,0.32299999999999995,0.8,2018-19
Marques Wilson,45,0.522,0.522,0.267,0.667,0.625,0.2,0.222,0.5,0.5329999999999999,0.375,1,0.08900000000000001,0.5,2018-19
Joe Foley,27,0.6849999999999999,0.667,0.778,0.7140000000000001,0.33299999999999996,0.222,0.5,0,0,NA,NA,0.741,0.7,2018-19
Ed Porter,16,0.8320000000000001,0.812,0.625,0.9,0.667,0.375,0.667,1,0,NA,NA,0.188,1,2018-19
Zedrek Farrell,4,0.365,0.25,0.25,1,1,0.5,0,NA,0.25,0,NA,1.5,0.5,2018-19
Shane Acoveno,4,0.75,0.75,1,0.75,0.33299999999999996,0,NA,NA,0,NA,NA,0,NA,2018-19
David Roelke,3,0.8330000000000001,0.833,0.667,0.5,1,0,NA,NA,0.33299999999999996,1,1,0,NA,2018-19
"JAWORSKI,JUSTIN",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-19
Total,1775,0.599,0.563,0.396,0.568,0.469,0.221,0.433,0.3,0.38299999999999995,0.423,0.8079999999999999,0.349,0.774,2018-19
