name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jakeenan Gant,36,0.192,0.18600000000000003,0.727,0.059000000000000004,0,0,2017-18
Bryce Washington,30,0.131,0.14,0.607,0.043,0.125,1,2017-18
Johnathan Stove,17,0.131,0.11,0.5710000000000001,0.107,0.14300000000000002,0.33299999999999996,2017-18
Justin Miller,14,0.162,0.106,0.385,0.022000000000000002,0,0,2017-18
Frank Bartley,7,0.047,0.055999999999999994,0.667,0,0,NA,2017-18
Larenz Stalcup,5,0.308,0.3,0.75,0.042,0,0,2017-18
Malik Marquetti,5,0.091,0.12,0.75,0.019,0,0,2017-18
Jerekius Davis,5,0.147,0.16699999999999998,0.8,0,0,NA,2017-18
Marcus Stroman,2,0,0,NA,0.067,0.1,0.5,2017-18
Pj Hardy,1,0,0,NA,0.091,0,0,2017-18
Total,122,0.12,0.12300000000000001,0.636,0.037000000000000005,0.033,0.28600000000000003,2017-18
