shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.325,0.5710000000000001,0.133,0.659,2018-19,NorfolkSt.
2pt Jumpers,0.258,0.33399999999999996,0.086,0.365,2018-19,NorfolkSt.
3pt Shots,0.418,0.32899999999999996,0.022000000000000002,0.336,2018-19,NorfolkSt.
