name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Alex Long,27,0.212,0.15,0.5,0.021,0.022000000000000002,0.33299999999999996,2018-19
Jordan Butler,20,0.18600000000000003,0.23600000000000002,0.722,0.02,0,0,2018-19
Derrik Jamerson,11,0.179,0.2,0.6,0.09699999999999999,0.14300000000000002,0.667,2018-19
Steven Whitley,10,0.06,0.091,0.778,0.019,0.055999999999999994,1,2018-19
BJ Fitzgerald,7,0.462,0.5,0.5,0.16699999999999998,0.25,1,2018-19
Chris Ford,6,0.28600000000000003,0.125,0.25,0.154,0,0,2018-19
Kyonze Chavis,5,0.156,0.083,0.4,0,0,NA,2018-19
Nic Thomas,5,0.039,0.036000000000000004,0.33299999999999996,0,0,NA,2018-19
C.J. Kelly,3,0.047,0.067,1,0,0,NA,2018-19
Mastadi Pitt,3,0.028999999999999998,0.044000000000000004,1,0.011000000000000001,0,0,2018-19
Joe Bryant,3,0.067,0.1,1,0.055999999999999994,0,0,2018-19
Armani Branch,2,0.043,0,0,0,0,NA,2018-19
Total,102,0.115,0.115,0.585,0.023,0.025,0.35700000000000004,2018-19
