shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.341,0.635,0.07,0.6829999999999999,2019-20,Hofstra
2pt Jumpers,0.295,0.39799999999999996,0.034,0.41200000000000003,2019-20,Hofstra
3pt Shots,0.364,0.305,0.004,0.306,2019-20,Hofstra
