name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jordan Murphy,63,0.264,0.292,0.905,0.11,0.049,0.14300000000000002,2017-18,Minnesota
Reggie Lynch,20,0.22,0.273,0.9229999999999999,0.16699999999999998,0.133,0.28600000000000003,2017-18,Minnesota
Amir Coffey,10,0.062,0.08,1,0.065,0.062,0.25,2017-18,Minnesota
Isaiah Washington,8,0.087,0.11599999999999999,0.833,0.016,0,0,2017-18,Minnesota
Bakary Konate,7,0.2,0.15,0.5,0.125,NA,0,2017-18,Minnesota
Davonte Fitzgerald,6,0.125,0.077,0.5,0.062,0.133,0.667,2017-18,Minnesota
Nate Mason,5,0.015,0.024,1,0.006,0,0,2017-18,Minnesota
Michael Hurt,2,0.061,0.048,0.5,0,0,NA,2017-18,Minnesota
Jamir Harris,2,0.133,0.14300000000000002,0.5,0,0,NA,2017-18,Minnesota
Dupree McBrayer,1,0,0,NA,0.011000000000000001,0,0,2017-18,Minnesota
Gaston Diedhiou,1,0.125,0.14300000000000002,1,0,0,NA,2017-18,Minnesota
Total,125,0.14300000000000002,0.168,0.848,0.051,0.034,0.2,2017-18,Minnesota
