name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Alonzo Sule,26,0.228,0.20600000000000002,0.619,0.122,0.053,0.2,2018-19,TexasSt.
Nijal Pearson,19,0.09300000000000001,0.08900000000000001,0.5,0.057,0.08900000000000001,0.625,2018-19,TexasSt.
Alex Peacock,18,0.258,0.306,0.688,0.037000000000000005,0,0,2018-19,TexasSt.
Chandler Davis,15,0.364,0.5,0.75,0.17600000000000002,0.33299999999999996,0.667,2018-19,TexasSt.
Eric Terry,12,0.102,0.13,1,0,0,NA,2018-19,TexasSt.
Shelby Adams,7,0.2,0.261,0.857,0,0,NA,2018-19,TexasSt.
Tre'Larenz Nottingham,3,0,0,NA,0.025,0,0,2018-19,TexasSt.
Akiem Daschner,3,0.375,0.5,0.33299999999999996,0,0,NA,2018-19,TexasSt.
Mason Harrell,3,0.045,0.071,1,0.025,0,0,2018-19,TexasSt.
Jaylen Shead,2,0.018000000000000002,0,0,0,0,NA,2018-19,TexasSt.
Quentin Scott,2,0.067,0.11800000000000001,1,0,0,NA,2018-19,TexasSt.
Total,110,0.12,0.13699999999999998,0.698,0.039,0.040999999999999995,0.4,2018-19,TexasSt.
