name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Hayden Graham,15,0.14800000000000002,0.175,0.846,0.038,0.091,1,2014-15
Marek Olesinski,11,0.136,0.106,0.556,0.049,0.05,0.5,2014-15
Justin Hammonds,7,0.099,0.102,0.7140000000000001,0,0,NA,2014-15
Kamryn Williams,6,0.128,0.071,0.4,0.042,0.125,1,2014-15
Zach Moer,5,0.125,0.14300000000000002,0.75,0.043,0,0,2014-15
Zach Kocur,4,0.114,0.13,0.75,0,0,NA,2014-15
Matt Mooney,3,0.024,0.033,1,0.042,0.067,0.5,2014-15
Trevor Lyons,3,0.012,0,0,0.042,0.071,0.5,2014-15
Max Yon,2,0.012,0,0,0.021,0.055999999999999994,1,2014-15
Ryan Manning,2,0.182,0.16699999999999998,0.5,0,0,NA,2014-15
CJ Siples,1,0.1,0.14300000000000002,1,0,0,NA,2014-15
Frank Toohey,1,0.5,0,0,NA,NA,NA,2014-15
Total,60,0.083,0.083,0.653,0.031,0.055999999999999994,0.636,2014-15
