shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.252,0.649,0.078,0.7040000000000001,2014-15,AirForce
2pt Jumpers,0.304,0.387,0.067,0.415,2014-15,AirForce
3pt Shots,0.444,0.36200000000000004,0.003,0.363,2014-15,AirForce
