shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.37,0.544,0.139,0.632,2017-18,Milwaukee
2pt Jumpers,0.256,0.363,0.055,0.384,2017-18,Milwaukee
3pt Shots,0.374,0.377,0.003,0.37799999999999995,2017-18,Milwaukee
