name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tyler Stone,38,0.14300000000000002,0.135,0.75,0.08900000000000001,0.124,0.611,2013-14
Antonius Cleveland,21,0.128,0.132,0.643,0.127,0.125,0.429,2013-14
Jarekious Bradley,20,0.12,0.147,0.917,0.057999999999999996,0.07400000000000001,0.625,2013-14
Nino Johnson,16,0.14800000000000002,0.131,0.615,0.051,0.087,0.667,2013-14
Josh Langford,14,0.127,0.17,1,0.152,0.33299999999999996,0.8,2013-14
Darrian Gray,8,0.08900000000000001,0.086,0.75,0.08,0.111,0.5,2013-14
Paul Mcroberts,6,0.16699999999999998,0.21100000000000002,1,0.25,0.33299999999999996,0.5,2013-14
Jamaal Calvin,2,0.043,0.083,1,0,0,NA,2013-14
Lucas Nutt,1,0.015,0.028999999999999998,1,0,0,NA,2013-14
Kyle Stroder,1,1,NA,0,0,0,NA,2013-14
Total,127,0.113,0.126,0.772,0.076,0.109,0.596,2013-14
