shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.451,0.627,0.125,0.716,2013-14
2pt Jumpers,0.26,0.37,0.035,0.38299999999999995,2013-14
3pt Shots,0.289,0.349,0.019,0.355,2013-14
