name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Onyeka Okongwu,45,0.172,0.193,0.812,0.138,0.179,0.5379999999999999,2019-20
Nick Rakocevic,33,0.161,0.146,0.519,0.068,0.091,0.33299999999999996,2019-20
Isaiah Mobley,15,0.184,0.184,0.643,0.02,0,0,2019-20
Daniel Utomi,8,0.125,0,0,0.061,0,0,2019-20
Ethan Anderson,6,0.024,0,0,0.095,0,0,2019-20
Kyle Sturdivant,2,0.083,0,0,0.05,0,0,2019-20
Jonah Mathews,1,0.016,0,0,0,0,NA,2019-20
Max Agbonkpolo,1,0.05,0.111,1,0,NA,NA,2019-20
Charles O'Bannon,1,0.33299999999999996,NA,0,0,NA,NA,2019-20
Total,112,0.114,0.11599999999999999,0.595,0.057,0.06,0.33299999999999996,2019-20
