shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.402,0.573,0.091,0.63,2018-19,SaintMary's(CA)
2pt Jumpers,0.282,0.377,0.027000000000000003,0.38799999999999996,2018-19,SaintMary's(CA)
3pt Shots,0.316,0.321,0.01,0.324,2018-19,SaintMary's(CA)
