name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Josh Carlton,38,0.231,0.23199999999999998,0.667,0.125,0.125,0.4,2018-19,UConn
Eric Cobb,27,0.35100000000000003,0.27899999999999997,0.444,0,0,NA,2018-19,UConn
Tyler Polley,17,0.268,0.226,0.467,0,0,NA,2018-19,UConn
Christian Vital,11,0.102,0.08800000000000001,0.556,0.02,0,0,2018-19,UConn
Sidney Wilson,11,0.14300000000000002,0.179,0.625,0.086,0.125,0.33299999999999996,2018-19,UConn
Jalen Adams,8,0.055999999999999994,0.063,0.7140000000000001,0.01,0,0,2018-19,UConn
Kassoum Yakwe,6,0.3,0.25,0.667,0.25,0.33299999999999996,0.33299999999999996,2018-19,UConn
Tarin Smith,5,0.022000000000000002,0,0,0.026000000000000002,0.062,1,2018-19,UConn
Kwintin Williams,2,0.16699999999999998,0,0,0.5,NA,0,2018-19,UConn
Alterique Gilbert,2,0,0,NA,0.031,0.07400000000000001,1,2018-19,UConn
Brendan Adams,2,0.111,0.125,0.5,0,0,NA,2018-19,UConn
Isaiah Whaley,2,0.14300000000000002,0.14300000000000002,1,0.2,0,0,2018-19,UConn
Total,131,0.14,0.134,0.556,0.040999999999999995,0.046,0.42100000000000004,2018-19,UConn
