shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.337,0.525,0.12300000000000001,0.599,2013-14
2pt Jumpers,0.348,0.34600000000000003,0.067,0.371,2013-14
3pt Shots,0.315,0.318,0.017,0.32299999999999995,2013-14
