shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.39,0.6,0.07400000000000001,0.648,2014-15
2pt Jumpers,0.226,0.31,0.069,0.33299999999999996,2014-15
3pt Shots,0.384,0.37200000000000005,0.008,0.375,2014-15
