name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Admiral Schofield,24,0.26899999999999996,0.31,0.722,0.105,0.12,0.5,2015-16,Tennessee
Robert Hubbs III,22,0.17,0.152,0.667,0.05,0.067,0.429,2015-16,Tennessee
Armani Moore,21,0.11,0.09300000000000001,0.389,0.022000000000000002,0.036000000000000004,0.667,2015-16,Tennessee
Derek Reese,17,0.349,0.4,0.667,0.071,0,0,2015-16,Tennessee
Kyle Alexander,14,0.462,0.41700000000000004,0.41700000000000004,0.182,0.25,0.5,2015-16,Tennessee
Ray Kasongo,6,0.33299999999999996,0.75,0.75,0.182,0.125,0.5,2015-16,Tennessee
Devon Baulkman,6,0.096,0.032,0.2,0.019,0,0,2015-16,Tennessee
Jabari McGhee,5,0.267,0.33299999999999996,0.75,0.5,NA,0,2015-16,Tennessee
Punter Kevin,3,0.013999999999999999,0,0,0.013000000000000001,0.027000000000000003,1,2015-16,Tennessee
Shembari Phillips,3,0.045,0,0,0.022000000000000002,0.053,1,2015-16,Tennessee
Brad Woodson,2,1,NA,0,0.25,1,1,2015-16,Tennessee
Detrick Mostella,2,0.018000000000000002,0.034,1,0.02,0,0,2015-16,Tennessee
Total,125,0.149,0.14800000000000002,0.552,0.040999999999999995,0.05,0.483,2015-16,Tennessee
