name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Brian Pegg,40,0.161,0.146,0.59,0.013000000000000001,0,0,2015-16,Stetson
Derick Newton,19,0.12,0.171,0.765,0.017,0,0,2015-16,Stetson
Divine Myles,8,0.03,0.042,0.833,0.013000000000000001,0.033,1,2015-16,Stetson
Leo Goodman,7,0.152,0.105,0.28600000000000003,0,0,NA,2015-16,Stetson
Luke Doyle,2,0.023,0,0,0,0,NA,2015-16,Stetson
Angel Rivera,2,0.024,0.023,0.5,0,0,NA,2015-16,Stetson
Cameron Harvey,1,0,0,NA,0.026000000000000002,0,0,2015-16,Stetson
Kevin Ndahiro,1,0.125,0.33299999999999996,1,0,NA,NA,2015-16,Stetson
Ty Cockfield,1,0.037000000000000005,0.077,1,0,0,NA,2015-16,Stetson
Grant Lozoya,1,0.013999999999999999,0.023,1,0,0,NA,2015-16,Stetson
Drew Romich,1,0.25,0,0,0,NA,NA,2015-16,Stetson
Total,83,0.084,0.091,0.618,0.011000000000000001,0.006,0.2,2015-16,Stetson
