shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.361,0.565,0.141,0.657,2018-19
2pt Jumpers,0.215,0.345,0.073,0.37200000000000005,2018-19
3pt Shots,0.423,0.354,0.012,0.358,2018-19
