start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.12,0.604,0.466,0.615,0.092,0.368,0.442,0.429,2017-18
"Rebound, 11-30 s",0.22899999999999998,0.467,0.303,0.529,0.316,0.379,0.382,0.327,2017-18
"Score, 0-10 s",0.045,0.494,0.34600000000000003,0.519,0.16699999999999998,0.385,0.48700000000000004,0.342,2017-18
"Score, 11-30 s",0.41,0.442,0.305,0.493,0.342,0.303,0.35200000000000004,0.355,2017-18
"Steal, 0-10 s",0.07400000000000001,0.591,0.575,0.6709999999999999,0.157,0.4,0.268,0.353,2017-18
"Steal, 11-30 s",0.022000000000000002,0.649,0.162,0.667,0.37799999999999995,0.5710000000000001,0.45899999999999996,0.47100000000000003,2017-18
Transition,0.239,0.579,0.47700000000000004,0.622,0.127,0.385,0.397,0.39299999999999996,2017-18
