name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Terry Allen,21,0.071,0.062,0.583,0.062,0.054000000000000006,0.33299999999999996,2015-16
T.J. Cline,15,0.085,0.08199999999999999,0.769,0.015,0.016,0.5,2015-16
Marshall Wood,9,0.16699999999999998,0.19,0.8,0.154,0.222,0.5,2015-16
Khwan Fore,7,0.063,0.055999999999999994,0.6,0.045,0,0,2015-16
Trey Davis,6,0.07400000000000001,0.086,0.75,0.043,0.14300000000000002,1,2015-16
Shawndre' Jones,3,0.026000000000000002,0.024,0.5,0,0,NA,2015-16
Deion Taylor,3,0.077,0.107,1,0,0,NA,2015-16
Kovien Dominaus,1,NA,NA,NA,1,NA,0,2015-16
Julius Johnson,1,0.111,0.16699999999999998,1,0,0,NA,2015-16
Total,66,0.07200000000000001,0.075,0.711,0.036000000000000004,0.036000000000000004,0.4,2015-16
