name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
John Mooney,43,0.204,0.177,0.526,0.035,0.036000000000000004,0.4,2019-20,NotreDame
Juwan Durham,17,0.172,0.149,0.667,0.024,0.034,0.5,2019-20,NotreDame
Dane Goodwin,14,0.12300000000000001,0.077,0.375,0.057999999999999996,0.028999999999999998,0.2,2019-20,NotreDame
T.J. Gibbs,10,0.086,0.129,0.8,0.040999999999999995,0.028999999999999998,0.25,2019-20,NotreDame
Nate Laszewski,7,0.13699999999999998,0.11800000000000001,0.5710000000000001,0,0,NA,2019-20,NotreDame
Prentiss Hubb,6,0.013000000000000001,0,0,0.018000000000000002,0,0,2019-20,NotreDame
Rex Pflueger,2,0.028999999999999998,0,0,0.045,0,0,2019-20,NotreDame
Robby Carmody,1,0,0,NA,0.16699999999999998,0.33299999999999996,1,2019-20,NotreDame
Chris Doherty,1,0.25,0,0,NA,NA,NA,2019-20,NotreDame
Total,101,0.13,0.115,0.539,0.037000000000000005,0.033,0.316,2019-20,NotreDame
