name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Stone Gettings,14,0.113,0.141,0.818,0.024,0.017,0.33299999999999996,2017-18
Jimmy Boeheim,12,0.297,0.3,0.545,0.048,0,0,2017-18
Steve Julian,10,0.122,0.11800000000000001,0.6,0,0,NA,2017-18
Josh Warren,7,0.08800000000000001,0.062,0.4,0.067,0,0,2017-18
Joel Davis,4,0.055,0.111,1,0,0,NA,2017-18
Riley Voss,3,1,1,0.5,0.5,NA,0,2017-18
Matt Morgan,2,0.013999999999999999,0.011000000000000001,0.5,0,0,NA,2017-18
Jake Kuhn,2,0.2,0.33299999999999996,1,0,NA,NA,2017-18
Jack Gordon,2,0.042,0,0,0.067,0,0,2017-18
Kyle Brown,1,0.5,0.5,1,0,0,NA,2017-18
Terrance McBride,1,0.036000000000000004,0.048,1,0,0,NA,2017-18
Bryan Knapp,1,0.083,0.16699999999999998,1,0,0,NA,2017-18
Total,59,0.085,0.09300000000000001,0.667,0.021,0.006,0.125,2017-18
