name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Matt Morgan,415.00000000000006,0.629,0.5820000000000001,0.345,0.65,0.57,0.166,0.522,0.25,0.489,0.369,0.813,0.434,0.8170000000000001,2017-18
Stone Gettings,339,0.594,0.55,0.28600000000000003,0.66,0.516,0.369,0.46399999999999997,0.293,0.345,0.368,0.953,0.336,0.825,2017-18
Steve Julian,137,0.557,0.547,0.599,0.622,0.784,0.175,0.375,0.667,0.226,0.32299999999999995,0.8,0.489,0.5670000000000001,2017-18
Jack Gordon,132,0.641,0.629,0.182,0.625,0.4,0.114,0.5329999999999999,0.25,0.705,0.43,0.975,0.295,0.6920000000000001,2017-18
Joel Davis,122,0.45399999999999996,0.41,0.598,0.493,0.361,0.12300000000000001,0.133,0.5,0.27899999999999997,0.235,1,0.402,0.653,2017-18
Josh Warren,105,0.494,0.457,0.5429999999999999,0.561,0.688,0.28600000000000003,0.33299999999999996,0.4,0.171,0.222,1,0.22899999999999998,0.792,2017-18
Jimmy Boeheim,98,0.384,0.35700000000000004,0.37799999999999995,0.541,0.35,0.214,0.28600000000000003,0.5,0.408,0.15,0.833,0.214,0.619,2017-18
Terrance McBride,88,0.632,0.608,0.318,0.75,0.47600000000000003,0.375,0.5760000000000001,0.316,0.307,0.33299999999999996,1,0.318,0.75,2017-18
Wil Bathurst,49,0.453,0.418,0.531,0.462,0.33299999999999996,0.122,0.667,0.5,0.34700000000000003,0.17600000000000002,1,0.265,0.6920000000000001,2017-18
Bryan Knapp,47,0.483,0.457,0.255,0.5,0.667,0.511,0.33299999999999996,0.125,0.23399999999999999,0.455,1,0.213,0.7,2017-18
Jake Kuhn,33,0.496,0.5,0.303,0.6,0.5,0.091,0,NA,0.606,0.35,1,0.273,0.444,2017-18
Kyle Brown,22,0.41000000000000003,0.409,0.091,1,0.5,0.182,0.25,0,0.727,0.25,1,0.22699999999999998,0.4,2017-18
Jordan Abdur-Ra'oof,20,0.545,0.575,0.3,1,0.833,0.2,0.25,0,0.5,0.3,1,0.5,0.4,2017-18
Riley Voss,6,0.23900000000000002,0.16699999999999998,0.33299999999999996,0.5,0,0.33299999999999996,0,NA,0.33299999999999996,0,NA,0.833,0.4,2017-18
"MEISNER,LUKAS",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
Total,1613,0.5630000000000001,0.529,0.371,0.609,0.551,0.23199999999999998,0.43200000000000005,0.315,0.396,0.34,0.9079999999999999,0.35600000000000004,0.73,2017-18
