shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.37799999999999995,0.5710000000000001,0.09,0.628,2014-15
2pt Jumpers,0.256,0.40299999999999997,0.076,0.436,2014-15
3pt Shots,0.366,0.371,0.01,0.375,2014-15
