name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Demajeo Wiggins,36,0.17600000000000002,0.19,0.667,0.038,0.091,0.667,2018-19
Daeqwon Plowden,27,0.242,0.23600000000000002,0.542,0.075,0.071,0.33299999999999996,2018-19
Antwon Lillard,14,0.163,0.091,0.28600000000000003,0,0,NA,2018-19
Jeffrey Uju,12,0.213,0.2,0.6,0.091,0,0,2018-19
Michael Laster,9,0.077,0.057,0.33299999999999996,0.024,0.034,0.5,2018-19
Marlon Sierra,9,0.28,0.214,0.429,0.034,0.071,1,2018-19
Justin Turner,5,0.018000000000000002,0.02,0.667,0.012,0.028999999999999998,1,2018-19
Matiss Kulackovskis,4,0.17600000000000002,0.111,0.33299999999999996,0,0,NA,2018-19
Tayler Mattos,4,0.5710000000000001,0.6,0.75,0,NA,NA,2018-19
Caleb Fields,3,0.069,0.133,1,0.045,0,0,2018-19
Joniya Gadson,2,0.4,0,0,0,0,NA,2018-19
Dylan Frye,1,0,0,NA,0,0,NA,2018-19
Total,126,0.132,0.125,0.537,0.025,0.033,0.5,2018-19
