start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.135,0.5579999999999999,0.344,0.5579999999999999,0.10300000000000001,0.435,0.5539999999999999,0.387,2018-19
"Rebound, 11-30 s",0.23600000000000002,0.575,0.315,0.618,0.217,0.48200000000000004,0.46799999999999997,0.39299999999999996,2018-19
"Opp score, 0-10 s",0.043,0.653,0.306,0.591,0.139,0.7,0.556,0.45,2018-19
"Opp score, 11-30 s",0.379,0.539,0.264,0.536,0.228,0.413,0.508,0.39799999999999996,2018-19
"Steal, 0-10 s",0.064,0.642,0.613,0.754,0.066,0.5710000000000001,0.321,0.294,2018-19
"Steal, 11-30 s",0.027000000000000003,0.4,0.267,0.41700000000000004,0.244,0.091,0.489,0.364,2018-19
Transition,0.243,0.597,0.408,0.64,0.1,0.525,0.493,0.384,2018-19
