name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Will Rayman,22,0.138,0.132,0.529,0.039,0,0,2017-18
Malcolm Regisford,12,0.207,0.184,0.583,0,0,NA,2017-18
Dana Batt,9,0.073,0.083,0.75,0.021,0.04,1,2017-18
Jordan Swopshire,8,0.146,0.20800000000000002,0.833,0.031,0.038,0.5,2017-18
Jordan Robertson,6,0.12,0.107,0.5,0,0,NA,2017-18
Jordan Burns,4,0.022000000000000002,0.039,1,0.019,0.024,0.5,2017-18
Sean O'Brien,3,0.017,0.034,1,0,0,NA,2017-18
Sam Lindgren,3,0.2,0.182,0.667,0,0,NA,2017-18
Jack Ferguson,1,0.111,0.16699999999999998,1,0,0,NA,2017-18
Francisco Amiel,1,0,0,NA,0.045,0.14300000000000002,1,2017-18
Total,69,0.096,0.107,0.643,0.02,0.022000000000000002,0.444,2017-18
