name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Martins Igbanu,19,0.121,0.171,0.857,0.078,0.07400000000000001,0.4,2017-18,Tulsa
Daquan Jeffries,16,0.13699999999999998,0.113,0.6,0.188,0.154,0.33299999999999996,2017-18,Tulsa
Junior Etou,12,0.106,0.12,0.818,0,0,NA,2017-18,Tulsa
Curran Scott,6,0.075,0.083,0.667,0.071,0,0,2017-18,Tulsa
Geno Artison,6,0.294,0.3,0.6,0.059000000000000004,0,0,2017-18,Tulsa
Jaleel Wheeler,5,0.055,0.091,1,0.043,0.071,0.5,2017-18,Tulsa
Lawson Korita,3,0,0,NA,0.14300000000000002,0,0,2017-18,Tulsa
Elijah Joiner,2,0,0,NA,0.032,0,0,2017-18,Tulsa
Darien Jackson,1,0.077,0.14300000000000002,1,0,NA,NA,2017-18,Tulsa
Total,70,0.08199999999999999,0.1,0.7659999999999999,0.045,0.034,0.25,2017-18,Tulsa
