shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.44299999999999995,0.636,0.064,0.679,2019-20,NewOrleans
2pt Jumpers,0.21600000000000003,0.392,0.03,0.40399999999999997,2019-20,NewOrleans
3pt Shots,0.341,0.34700000000000003,0.003,0.348,2019-20,NewOrleans
