name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kevin Larsen,45,0.213,0.22,0.615,0.065,0.036000000000000004,0.16699999999999998,2014-15,GeorgeWashington
Patricio Garino,21,0.10800000000000001,0.131,0.8,0.02,0,0,2014-15,GeorgeWashington
Joe McDonald,20,0.128,0.133,0.545,0.08800000000000001,0.083,0.375,2014-15,GeorgeWashington
John Kopriva,16,0.156,0.17,0.667,0.066,0.182,1,2014-15,GeorgeWashington
Kethan Savage,12,0.087,0.10800000000000001,0.636,0.009000000000000001,0,0,2014-15,GeorgeWashington
Yuta Watanabe,11,0.17,0.214,0.667,0.034,0.105,1,2014-15,GeorgeWashington
Matt Cimino,3,0.33299999999999996,0.667,1,0.2,0.5,1,2014-15,GeorgeWashington
Ryan McCoy,2,0.28600000000000003,0,0,0,0,NA,2014-15,GeorgeWashington
Nick Griffin,2,0.1,0.25,1,0.053,0,0,2014-15,GeorgeWashington
Paul Jorgensen,2,0,0,NA,0.032,0,0,2014-15,GeorgeWashington
Total,134,0.13699999999999998,0.157,0.654,0.046,0.059000000000000004,0.423,2014-15,GeorgeWashington
