shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.26899999999999996,0.648,0.081,0.706,2013-14
2pt Jumpers,0.377,0.374,0.057,0.396,2013-14
3pt Shots,0.354,0.35,0.008,0.35200000000000004,2013-14
