name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Rashaan Holloway,33,0.18899999999999997,0.19,0.71,0.091,0.1,0.5,2018-19
Jonathan Laurent,14,0.16899999999999998,0.136,0.5,0.065,0.062,0.5,2018-19
Sy Chatman,13,0.226,0.20600000000000002,0.583,0.077,0,0,2018-19
Djery Baptiste,13,0.289,0.316,0.545,0.222,0.2,0.5,2018-19
Unique McLean,8,0.171,0.174,0.667,0.14300000000000002,0,0,2018-19
Carl Pierre,6,0.043,0.043,0.5,0.045,0.111,1,2018-19
Samba Diallo,6,0.1,0.07400000000000001,0.4,0.083,0,0,2018-19
Khalea Turner-Morris,4,0.25,0.1,0.25,0,0,NA,2018-19
Luwane Pipkins,3,0,0,NA,0.024,0.033,0.5,2018-19
Keon Clergeot,2,0.027000000000000003,0,0,0,0,NA,2018-19
Tre Wood,1,0.019,0.055999999999999994,1,0,0,NA,2018-19
Total,103,0.114,0.11800000000000001,0.581,0.043,0.054000000000000006,0.467,2018-19
