shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.311,0.512,0.193,0.634,2016-17
2pt Jumpers,0.292,0.34600000000000003,0.102,0.386,2016-17
3pt Shots,0.39799999999999996,0.33399999999999996,0.006999999999999999,0.336,2016-17
