name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
David Caraher,26,0.174,0.185,0.75,0.091,0.146,0.6,2017-18
Josh Ibarra,25,0.282,0.308,0.727,0.111,0,0,2017-18
Philip McKenzie,20,0.358,0.40700000000000003,0.579,0.05,0,0,2017-18
Edward Hardt,15,0.13,0.17,0.75,0.107,0.111,0.33299999999999996,2017-18
Braxton Bonds,14,0.057,0.051,0.41700000000000004,0.033,0.111,1,2017-18
Tim Myles,13,0.44799999999999995,0.33299999999999996,0.385,0,0,NA,2017-18
Ian DuBose,9,0.051,0.039,0.429,0.012,0.055999999999999994,1,2017-18
Chukuka Emili,7,0.33299999999999996,0.444,0.5710000000000001,0,0,NA,2017-18
Jalon Gates,5,0.073,0.105,0.667,0.054000000000000006,0,0,2017-18
Gates Will,4,0.049,0.055999999999999994,0.667,0.019,0.048,1,2017-18
Oliver Lynch-Daniels,4,0.054000000000000006,0,0,0.04,0.091,1,2017-18
Tyquon Jordan,2,0.5,0.667,1,NA,NA,NA,2017-18
Stephen O'Suji,1,0.1,0,0,0,0,NA,2017-18
Total,145,0.13699999999999998,0.152,0.597,0.049,0.075,0.52,2017-18
