name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Gaellan Bewernick,20,0.158,0.11800000000000001,0.4,0.055,0.10800000000000001,0.8,2013-14
Len Springs,15,0.3,0.23800000000000002,0.41700000000000004,0.17600000000000002,0,0,2013-14
Max Jacobsen,15,0.078,0.092,0.875,0.042,0.034,0.429,2013-14
Jordyn Martin,10,0.217,0.162,0.6,0,0,NA,2013-14
Ako Kaluna,9,0.133,0.14800000000000002,0.667,0.073,0.15,1,2013-14
Aaseem Dixon,8,0.055,0.086,0.75,0.023,0.028999999999999998,0.5,2013-14
Quinton Upshur,5,0.04,0.042,0.75,0.015,0,0,2013-14
Kris Yanku,3,0.018000000000000002,0.018000000000000002,0.5,0.012,0,0,2013-14
Zachary Reynolds,2,NA,NA,NA,0.4,NA,0,2013-14
Total,87,0.09699999999999999,0.092,0.574,0.04,0.048,0.45799999999999996,2013-14
