shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.292,0.59,0.075,0.638,2014-15,SanFrancisco
2pt Jumpers,0.34299999999999997,0.36,0.062,0.384,2014-15,SanFrancisco
3pt Shots,0.365,0.354,0.006,0.35700000000000004,2014-15,SanFrancisco
