name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Mark Tollefsen,25,0.17300000000000001,0.204,0.826,0.024,0.024,0.5,2014-15
Kruize Pinkins,22,0.128,0.17600000000000002,0.8420000000000001,0.035,0.065,0.667,2014-15
Tim Derksen,14,0.09699999999999999,0.064,0.385,0.024,0,0,2014-15
Matt Christiansen,11,0.17600000000000002,0.147,0.556,0.036000000000000004,0.083,1,2014-15
Matt Glover,7,0.054000000000000006,0.061,0.5,0.105,0.111,0.5,2014-15
Derrell Robertson,5,0.2,0.25,0.667,0.125,0.2,0.5,2014-15
Uche Ofoegbu,3,0.154,0.14300000000000002,0.5,0.33299999999999996,0,0,2014-15
Chase Foster,1,0,0,NA,0.2,0,0,2014-15
Nick Loew,1,0.5,NA,0,NA,NA,NA,2014-15
Montray Clemons,1,0.111,0.16699999999999998,1,0,0,NA,2014-15
Total,90,0.105,0.124,0.68,0.033,0.040999999999999995,0.5,2014-15
