shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.409,0.602,0.081,0.654,2013-14,ChicagoSt.
2pt Jumpers,0.225,0.355,0.064,0.379,2013-14,ChicagoSt.
3pt Shots,0.36700000000000005,0.35100000000000003,0.002,0.35200000000000004,2013-14,ChicagoSt.
