name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Mamadou Seck,41,0.21899999999999997,0.205,0.68,0.075,0.08,0.375,2011-12
Dantiel Daniels,26,0.213,0.222,0.75,0.133,0.226,0.7,2011-12
Jeff Early,21,0.126,0.138,0.727,0.081,0.049,0.222,2011-12
Treg Setty,10,0.107,0.105,0.667,0.10099999999999999,0.107,0.429,2011-12
Davante Drinkard,6,0.33299999999999996,0.222,0.5,0.05,0,0,2011-12
Josh Swan,5,0.133,0.111,0.5,0.065,0,0,2011-12
Harry Whitt,4,0.33299999999999996,0.5,0.5,0.067,0,0,2011-12
Kourtney Goff,3,0.091,0.2,1,0.111,0,0,2011-12
T.J. Lindsay,3,0.05,0.08,1,0.019,0.055999999999999994,1,2011-12
Kendal Brown-Surles,2,0,0,NA,0.059000000000000004,0.1,1,2011-12
Diamond Taylor,2,0.034,0.071,1,0.033,0,0,2011-12
Justin Bocot,2,0,0,NA,0.02,0,0,2011-12
Total,125,0.146,0.155,0.701,0.07200000000000001,0.077,0.375,2011-12
