name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Boubacar Toure,37,0.195,0.195,0.722,0.028999999999999998,0.091,1,2019-20
Ty Groce,11,0.077,0.111,0.889,0.033,0.045,0.5,2019-20
Yeikson Montero,8,0.040999999999999995,0.040999999999999995,0.667,0.04,0.043,0.33299999999999996,2019-20
Jalen King,6,0.182,0.217,0.833,0,NA,NA,2019-20
Darion Spottsville,5,0.055999999999999994,0.062,0.667,0.045,0.105,1,2019-20
Chris James,4,0.037000000000000005,0,0,0.08,0,0,2019-20
Shamar Dillard,3,0.094,0.214,1,0,0,NA,2019-20
Noah Morgan,3,0.037000000000000005,0.047,0.667,0,0,NA,2019-20
Thomas Binelli,2,0.33299999999999996,0.5,1,0.037000000000000005,0,0,2019-20
Derek Ballard,2,0.33299999999999996,0.5,1,0,NA,NA,2019-20
Chris Barnes,1,0.022000000000000002,0.038,1,0,0,NA,2019-20
Total,82,0.10300000000000001,0.126,0.765,0.027999999999999997,0.038,0.455,2019-20
