name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Nik Popovic,23,0.133,0.131,0.7,0.026000000000000002,0,0,2018-19
Steffon Mitchell,10,0.265,0.28,0.778,0.048,0,0,2018-19
Jairus Hamilton,9,0.13,0.185,0.833,0.059000000000000004,0,0,2018-19
Herren Chris,6,0.19,0.5,1,0.034,0.077,1,2018-19
Ky Bowman,6,0.044000000000000004,0.053,0.667,0,0,NA,2018-19
Jared Hamilton,5,0.036000000000000004,0.053,1,0.073,0.04,0.25,2018-19
Jordan Chatman,4,0.024,0,0,0.034,0.028999999999999998,0.33299999999999996,2018-19
Johncarlos Reyes,3,0.045,0.067,1,0.1,0,0,2018-19
Luka Kraljevic,2,0.11800000000000001,0.111,0.5,0,0,NA,2018-19
Wynston Tabbs,1,0.017,0.027999999999999997,1,0,0,NA,2018-19
Total,69,0.091,0.11,0.745,0.028999999999999998,0.015,0.188,2018-19
