shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.392,0.622,0.099,0.691,2015-16,Ark.-PineBluff
2pt Jumpers,0.28,0.319,0.10099999999999999,0.354,2015-16,Ark.-PineBluff
3pt Shots,0.327,0.32299999999999995,0.013999999999999999,0.32799999999999996,2015-16,Ark.-PineBluff
