name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
El Hadji Ndieguene,31,0.39399999999999996,0.5,0.6920000000000001,0.062,0,0,2012-13
Michel Enanga,17,0.172,0.244,0.688,0.048,0.25,1,2012-13
Badou Diagne,11,0.16,0.161,0.625,0.06,0.083,0.33299999999999996,2012-13
Tristian Curtis,10,0.35700000000000004,0.294,0.5,0,0,NA,2012-13
Anthony Raffa,10,0.046,0.03,0.429,0.019,0.026000000000000002,0.5,2012-13
Uros Ljeskovic,10,0.278,0.348,0.8,0,0,NA,2012-13
Warren Gillis,6,0,0,NA,0.05,0.09300000000000001,0.833,2012-13
Kierre Greenwood,6,0.039,0.061,0.8,0.008,0.023,1,2012-13
Bisi Addey,3,0.6,0.6,1,NA,NA,NA,2012-13
Charles Ashford,1,0.031,0.059000000000000004,1,0,0,NA,2012-13
Total,105,0.131,0.151,0.674,0.033,0.045,0.5,2012-13
