name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jimmy Hall,37,0.161,0.18899999999999997,0.6920000000000001,0.055999999999999994,0.073,0.636,2014-15
Khaliq Spicer,26,0.151,0.14,0.5379999999999999,0.28300000000000003,0.33299999999999996,0.462,2014-15
Chris Ortiz,12,0.159,0.19399999999999998,0.7,0.04,0.055999999999999994,0.5,2014-15
Gary Akbar,9,0.2,0.304,0.875,0.036000000000000004,0,0,2014-15
Craig Brown,9,0.312,0.33299999999999996,0.2,0.11800000000000001,0.111,0.25,2014-15
Marquiez Lawrence,7,0.316,0.455,0.833,0.125,0.5,1,2014-15
Derek Jackson,3,0.013999999999999999,0.027999999999999997,1,0.016,0,0,2014-15
Devareaux Manley,3,0.032,0,0,0.023,0.083,1,2014-15
Kris Brewer,2,0,0,NA,0.021,0.036000000000000004,0.5,2014-15
Raasean Davis,2,0.14300000000000002,0.25,1,0,0,NA,2014-15
Total,110,0.12300000000000001,0.147,0.667,0.061,0.081,0.5,2014-15
