name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Z. Mason,46,0.253,0.20199999999999999,0.535,0.016,0.043,1,2013-14
Casey Jones,35,0.228,0.253,0.7240000000000001,0.038,0.042,0.5,2013-14
Lance Stokes,16,0.221,0.19399999999999998,0.467,0.083,0.2,1,2013-14
T.J. Williams,9,0.385,0.444,0.8,0.267,0.429,0.75,2013-14
Martynas Bareika,7,0.09300000000000001,0.10300000000000001,0.6,0.067,0.091,0.5,2013-14
Eric Robertson,6,0.16,0.16699999999999998,0.5,0.048,0.091,0.5,2013-14
Gee McGhee,4,0.034,0.03,0.5,0,0,NA,2013-14
Greg Pryor,2,0.021,0.045,1,0,0,NA,2013-14
Ronrico White,2,0.05,0.059000000000000004,0.5,0,0,NA,2013-14
Alex Bran,1,0.071,0.14300000000000002,1,0,0,NA,2013-14
Andrew Houts,1,0.16699999999999998,0.25,1,0,0,NA,2013-14
Anthanee Doyle,1,0.16699999999999998,0,0,0,0,NA,2013-14
Total,130,0.162,0.165,0.595,0.028999999999999998,0.051,0.647,2013-14
