name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
James Kelly,33,0.13699999999999998,0.12300000000000001,0.69,0.037000000000000005,0.08199999999999999,1,2015-16
Ryan Taylor,30,0.16699999999999998,0.20199999999999999,0.862,0.016,0,0,2015-16
Stevie Browning,14,0.075,0.039,0.33299999999999996,0.038,0.071,0.75,2015-16
Terrence Thompson,14,0.23399999999999999,0.28600000000000003,0.727,0.12,0.125,0.33299999999999996,2015-16
C.J. Burks,8,0.07,0.102,1,0.049,0.055999999999999994,0.5,2015-16
Milan Mijovic,4,0.6,0.6,1,0.16699999999999998,NA,0,2015-16
Aleksandar Dozic,3,0.16699999999999998,0.3,1,0,NA,NA,2015-16
Justin Edmonds,2,0.125,0.25,1,0.111,0.5,1,2015-16
Ajdin Penava,2,0.125,0.2,1,0,NA,NA,2015-16
Jacob Kilgore,2,1,1,1,1,NA,0,2015-16
Austin Loop,1,0.091,0.2,1,0,0,NA,2015-16
Jon Elmore,1,0.013000000000000001,0,0,0,0,NA,2015-16
Total,114,0.12300000000000001,0.139,0.76,0.040999999999999995,0.062,0.588,2015-16
