name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tyzhaun Claude,30,0.18899999999999997,0.23199999999999998,0.821,0.038,0.048,0.5,2019-20
James Baker,20,0.152,0.161,0.625,0.033,0.023,0.33299999999999996,2019-20
LJ Bryan,10,0.129,0.182,0.889,0.038,0,0,2019-20
Djimon Henson,9,0.09300000000000001,0.154,0.857,0.017,0.045,1,2019-20
Malik Riddle,9,0.102,0.038,0.2,0.078,0.133,0.5,2019-20
Jaden Stanley-Williams,9,0.25,0.263,0.625,0.048,0.111,1,2019-20
Justin Thomas,8,0.015,0,0,0.057999999999999996,0.067,0.4,2019-20
Julius Dixon,5,0.267,0.33299999999999996,0.75,0.33299999999999996,1,1,2019-20
Ta'lon Cooper,3,0.067,0,0,0.027999999999999997,0,0,2019-20
Jordan Walker,2,0.018000000000000002,0.018000000000000002,0.5,0,0,NA,2019-20
Total,105,0.10800000000000001,0.127,0.687,0.038,0.046,0.474,2019-20
