name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Perry Ellis,31,0.174,0.156,0.519,0.025,0.052000000000000005,0.75,2014-15,Kansas
Kelly Oubre,21,0.233,0.205,0.529,0.054000000000000006,0.034,0.25,2014-15,Kansas
Cliff Alexander,20,0.193,0.228,0.812,0.087,0.062,0.25,2014-15,Kansas
Landen Lucas,15,0.22,0.257,0.6920000000000001,0.111,0,0,2014-15,Kansas
Jamari Traylor,13,0.14300000000000002,0.152,0.583,0.019,0.048,1,2014-15,Kansas
Selden Wayne,11,0.11599999999999999,0.057,0.25,0.034,0.036000000000000004,0.33299999999999996,2014-15,Kansas
Hunter Mickelson,9,0.4,0.429,0.75,0.083,0,0,2014-15,Kansas
Frank Mason,4,0.008,0,0,0.027000000000000003,0.047,0.667,2014-15,Kansas
Sviatoslav Mykhailiuk,4,0.2,0.222,0.667,0,0,NA,2014-15,Kansas
Devonte' Graham,3,0.028999999999999998,0,0,0.048,0.071,0.5,2014-15,Kansas
KELLY,2,0,NA,NA,0.5,0.33299999999999996,0.5,2014-15,Kansas
Brannen Greene,2,0.16699999999999998,0,0,0,0,NA,2014-15,Kansas
WAYNE,1,NA,NA,NA,0.25,NA,0,2014-15,Kansas
Total,136,0.145,0.14800000000000002,0.574,0.04,0.046,0.40700000000000003,2014-15,Kansas
