name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Hugh Hogland,15,0.172,0.079,0.273,0.121,0.214,0.75,2018-19,Portland
Tahirou Diabate,12,0.071,0.098,0.833,0.128,0.25,0.833,2018-19,Portland
Theo Akwuba,10,0.08900000000000001,0.069,0.4,0.192,0.091,0.2,2018-19,Portland
Shaver Marcus,4,0.027999999999999997,0.032,0.667,0.01,0,0,2018-19,Portland
Jacob Tryon,4,0.25,0.28600000000000003,1,0,0,NA,2018-19,Portland
Josh McSwiggan,3,0.033,0.057,1,0,0,NA,2018-19,Portland
Crisshawn Clark,2,0.083,0.2,1,0,0,NA,2018-19,Portland
Franklin Porter,2,0.036000000000000004,0.034,0.5,0,0,NA,2018-19,Portland
Malcolm Porter,2,0.069,0.05,0.5,0,0,NA,2018-19,Portland
JoJo Walker,2,0.012,0,0,0,0,NA,2018-19,Portland
Josh Phillips,1,0.5,0,0,NA,NA,NA,2018-19,Portland
Total,57,0.064,0.063,0.5529999999999999,0.038,0.064,0.562,2018-19,Portland
