shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.36700000000000005,0.578,0.11699999999999999,0.655,2018-19,Portland
2pt Jumpers,0.225,0.368,0.083,0.401,2018-19,Portland
3pt Shots,0.408,0.373,0.004,0.374,2018-19,Portland
