shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.35200000000000004,0.633,0.069,0.68,2011-12,Miami(OH)
2pt Jumpers,0.344,0.364,0.061,0.387,2011-12,Miami(OH)
3pt Shots,0.304,0.33899999999999997,0.006,0.341,2011-12,Miami(OH)
