shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.36700000000000005,0.653,0.084,0.713,2018-19
2pt Jumpers,0.237,0.381,0.062,0.406,2018-19
3pt Shots,0.397,0.344,0.006999999999999999,0.34700000000000003,2018-19
