name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ladarius Tabb,45,0.191,0.19,0.639,0.095,0.087,0.28600000000000003,2014-15
Nicholas West,19,0.139,0.19,0.7859999999999999,0.055999999999999994,0.034,0.2,2014-15
Adrian Ewards,9,0.133,0.16699999999999998,0.833,0.059000000000000004,0,0,2014-15
Rakia Battle,5,0.066,0.098,0.8,0,0,NA,2014-15
Isaiah Cotton,4,0.08,0.16699999999999998,1,0.2,0,0,2014-15
Baryn Houston,4,0.125,0.2,0.5,0.091,0.222,1,2014-15
Michael Hutchins,4,0.182,0.083,0.25,0,0,NA,2014-15
Tyler Davis,2,0.077,0.083,0.5,0,0,NA,2014-15
Matthew Cotton,1,0.33299999999999996,0.5,1,0,0,NA,2014-15
Zachary Jackson,1,0.14300000000000002,0.25,1,0,0,NA,2014-15
Total,94,0.132,0.155,0.685,0.047,0.042,0.263,2014-15
