name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Rian Pearson,15,0.08900000000000001,0.078,0.5710000000000001,0.005,0,0,2012-13,Toledo
Reese Holliday,9,0.125,0.154,0.667,0.125,0,0,2012-13,Toledo
Nathan Boothe,9,0.019,0,0,0.052000000000000005,0.062,0.5,2012-13,Toledo
Matt Smith,7,0.098,0.111,0.8,0.045,0,0,2012-13,Toledo
Richard Wonnell,7,0.375,0.429,0.5,0.33299999999999996,0.33299999999999996,1,2012-13,Toledo
Dominique Buckley,2,0.038,0.059000000000000004,1,0,0,NA,2012-13,Toledo
James Ewing,1,0.25,NA,0,0,NA,NA,2012-13,Toledo
Julius Brown,1,0.012,0,0,0,0,NA,2012-13,Toledo
Total,51,0.079,0.073,0.5710000000000001,0.025,0.023,0.33299999999999996,2012-13,Toledo
