shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.342,0.626,0.069,0.672,2011-12
2pt Jumpers,0.336,0.389,0.07,0.419,2011-12
3pt Shots,0.322,0.384,0,0.384,2011-12
