name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Makhtar Gueye,28,0.204,0.213,0.684,0.10800000000000001,0.188,0.667,2018-19,UAB
Lewis Sullivan,25,0.158,0.18600000000000003,0.75,0.011000000000000001,0.023,1,2018-19,UAB
Will Butler,13,0.19,0.175,0.636,0.095,0.14300000000000002,0.5,2018-19,UAB
Tavin Lovan,12,0.095,0.11900000000000001,0.8,0.018000000000000002,0.048,1,2018-19,UAB
Tyreek Scott-Grayson,7,0.1,0.16,0.8,0.062,0,0,2018-19,UAB
Zack Bryant,3,0.006,0,0,0.011000000000000001,0,0,2018-19,UAB
Jalen Perry,3,0.018000000000000002,0.033,1,0.01,0.025,1,2018-19,UAB
Jeremiah Bell,1,0.022000000000000002,0,0,0,0,NA,2018-19,UAB
Tamell Pearson,1,0,0,NA,0.048,0.16699999999999998,1,2018-19,UAB
Total,93,0.09699999999999999,0.114,0.708,0.032,0.049,0.611,2018-19,UAB
