start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.091,0.49,0.401,0.5710000000000001,0.191,0.36700000000000005,0.408,0.312,2018-19,UAB
"Rebound, 11-30 s",0.297,0.44,0.264,0.541,0.34600000000000003,0.384,0.389,0.281,2018-19,UAB
"Opp score, 0-10 s",0.027000000000000003,0.521,0.447,0.762,0.106,0.2,0.447,0.23800000000000002,2018-19,UAB
"Opp score, 11-30 s",0.389,0.52,0.308,0.583,0.306,0.35100000000000003,0.386,0.40299999999999997,2018-19,UAB
"Steal, 0-10 s",0.065,0.616,0.723,0.7040000000000001,0.08900000000000001,0.6,0.188,0.19,2018-19,UAB
"Steal, 11-30 s",0.027999999999999997,0.469,0.271,0.615,0.354,0.235,0.375,0.389,2018-19,UAB
Transition,0.184,0.54,0.522,0.6609999999999999,0.142,0.4,0.335,0.27399999999999997,2018-19,UAB
