shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.358,0.601,0.10300000000000001,0.67,2015-16,ArizonaSt.
2pt Jumpers,0.292,0.409,0.034,0.424,2015-16,ArizonaSt.
3pt Shots,0.35,0.353,0.002,0.354,2015-16,ArizonaSt.
