name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Yante Maten,34,0.195,0.182,0.64,0.032,0.043,0.556,2015-16
Derek Ogbeide,25,0.38,0.364,0.632,0.107,0,0,2015-16
Mike Edwards,14,0.256,0.174,0.364,0.071,0.067,0.33299999999999996,2015-16
Kenny Paul Geno,12,0.344,0.368,0.636,0.083,0,0,2015-16
Kenny Gaines,10,0.12,0.087,0.33299999999999996,0.021,0,0,2015-16
Houston Kessler,9,0.18899999999999997,0.19,0.5710000000000001,0.087,0.14300000000000002,0.5,2015-16
Charles Mann,3,0.035,0.022000000000000002,0.33299999999999996,0,0,NA,2015-16
J.J. Frazier,3,0.013999999999999999,0,0,0.006999999999999999,0,0,2015-16
Osahen Iduwe,2,0.5,0,0,0.33299999999999996,1,1,2015-16
E'Torrion Wilridge,1,0.077,0.091,1,0,0,NA,2015-16
Total,113,0.16399999999999998,0.154,0.5529999999999999,0.032,0.028999999999999998,0.32,2015-16
