name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jabari Edwards,30,0.457,0.344,0.524,0.265,0.125,0.111,2011-12
Dwayne Smith,27,0.225,0.214,0.562,0.172,0.2,0.273,2011-12
David Pellom,26,0.16699999999999998,0.196,0.9470000000000001,0.11900000000000001,0.069,0.28600000000000003,2011-12
Lasan Kromah,14,0.107,0.12300000000000001,0.6920000000000001,0.008,0.03,1,2011-12
Aaron Ware,11,0.115,0.062,0.28600000000000003,0.044000000000000004,0.111,0.75,2011-12
John Kopriva,8,0.2,0.174,0.5710000000000001,0.02,0,0,2011-12
Bryan Bynes,6,0.109,0.158,0.6,0.017,0.067,1,2011-12
Tony Taylor,4,0.013999999999999999,0.024,1,0.017,0.032,0.667,2011-12
Nemanja Mikic,3,0.071,0,0,0.013999999999999999,0,0,2011-12
Total,129,0.153,0.156,0.633,0.051,0.054000000000000006,0.342,2011-12
