name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Jay Canty,368,0.504,0.461,0.5329999999999999,0.556,0.22,0.304,0.33899999999999997,0.132,0.163,0.25,0.6,0.405,0.691,2012-13
Nathan Healy,347,0.586,0.5589999999999999,0.28,0.66,0.43799999999999994,0.331,0.452,0.596,0.389,0.385,0.9229999999999999,0.21899999999999997,0.8029999999999999,2012-13
Tab Hamilton,259,0.517,0.508,0.14300000000000002,0.541,0.3,0.32,0.42200000000000004,0.34299999999999997,0.537,0.36700000000000005,0.902,0.14300000000000002,0.622,2012-13
Tevin Baskin,225,0.55,0.504,0.44,0.6459999999999999,0.45299999999999996,0.45799999999999996,0.35,0.222,0.102,0.391,0.889,0.507,0.7020000000000001,2012-13
Jamaal Trice,188,0.49699999999999994,0.449,0.266,0.44,0.091,0.27699999999999997,0.192,0.2,0.457,0.40700000000000003,0.743,0.33,0.758,2012-13
Mike Neal,162,0.515,0.45399999999999996,0.315,0.49,0.2,0.265,0.256,0.091,0.42,0.368,0.68,0.457,0.757,2012-13
Michael Obacha,94,0.556,0.5529999999999999,0.8190000000000001,0.584,0.667,0.18100000000000002,0.41200000000000003,0.28600000000000003,0,NA,NA,1.117,0.5329999999999999,2012-13
Chris Burgess,91,0.463,0.423,0.253,0.478,0.091,0.33,0.36700000000000005,0.091,0.418,0.289,0.636,0.22,0.8,2012-13
Frank Eaves,18,0.492,0.47200000000000003,0.222,0.5,0,0.33299999999999996,0.33299999999999996,0.5,0.444,0.375,1,0.389,0.5710000000000001,2012-13
Brian Okam,13,0.366,0.385,0.615,0.625,0.6,0.385,0,NA,0,NA,NA,0.769,0.3,2012-13
Tommy Spagnolo,7.000000000000001,0.506,0.429,0.857,0.5,0.33299999999999996,0.14300000000000002,0,NA,0,NA,NA,0.5710000000000001,0.75,2012-13
Bennett Rutherford,5,0.2,0.2,0,NA,NA,0.4,0.5,0,0.6,0,NA,0,NA,2012-13
Rantavious GIlbert,4,0.847,0.75,1,0.75,0,0,NA,NA,0,NA,NA,1,1,2012-13
Total,1780.9999999999998,0.528,0.493,0.366,0.5720000000000001,0.34600000000000003,0.319,0.35700000000000004,0.31,0.314,0.359,0.816,0.37200000000000005,0.6890000000000001,2012-13
D-I Team Averages,NA,0.542,0.504,0.38299999999999995,0.609,0.418,0.293,0.35700000000000004,0.35,0.32299999999999995,0.34299999999999997,0.8490000000000001,0.426,0.691,2012-13
